"orgEic";"injectionUnit_id";"injectionUnit_name";"injectionUnit_eic"
"40X0000000061484";213447;"KILIÇ ENERJÝ ÜRETÝM A.Þ.";"40W0000002134473"
"40X0000000061484";3200709;"YENÝCE HES(KILIÇ ENR.)";"40W000003200709X"
"40X0000000004061";3696;"KÝLSAN OTOPRODÜKTÖR TESÝSÝ";"40W0000000036962"
"40X0000000095951";3204029;"KALFAKÖY RES";"40W000003204029Z"
"40X000000005752V";335505;"KIROBA A.Þ.";"40W000000335505N"
"40X000000009428K";3206110;"GEMKÖPRÜ REG VE HES";"40W0000032061105"
"40X000000009428K";3206130;"KESMEHES";"40W100003206130N"
"40X000000009428K";3194172;"Sebil Enerji Elektrik Üretim San. ve Tic. A.Þ.";"40W000003194172K"
"40X000000009428K";3194171;"Sebil Enerji Elektrik Üretim San. ve Tic. A.Þ.";"40W000003194171M"
"40X000000004875K";81676;"KIVANÇ TEKSTÝL SANAYÝ TÝC. A.Þ.";"40W0000000816767"
"40X000000010334V";3196952;"ERÝK REG. VE HES(KIYI ENR.)";"40W000003196952L"
"40X000000000401B";3593;"KIZKALE ELEKTRÝK ÜRETÝM SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ";"40W000000003593C"
"40X0000000048119";3204161;"KNAUF AHÝBOZ -1";"40W000003204161Z"
"40X0000000048119";60679;"KNAUF AHÝBOZ-2";"40W000000060679I"
"40X000000011641H";3204557;"KOCAMAN REG. ve HES";"40W000003204557A"
"40X000000000158V";1044;"Kombassan Kaðýt Mat.Gýda ve Teks.San.Tic.A.Þ. KONYA SANTRALI";"40W000000001044I"
"40X000000009652F";3195271;"KONYA BÝOGAZ";"40W000003195271D"
"40X000000000106D";2517;"Konya Þeker Fabrikasý santrali";"40W000000002517X"
"40X000000000106D";118349;"ÇUMRA  TES";"40W000000118349M"
"40X000000000106D";3192141;"Çumra Termik Santrali";"40W0000031921414"
"40X000000000106D";2518;"Çumra Þeker Fabrikasý";"40W000000002518V"
"40X000000005330K";100174;"ANAK REG.VE HES.";"40W0000001001743"
"40X000000000580M";5405;"KORES Kocadað";"40W000000005405T"
"40X0000000003340";3204710;"KORUMA KLOR ALKALÝ KIRIKHAN KOJENERASYON SANTRALÝ";"40W000003204710S"
"40X0000000003340";3204379;"KORUMA KLOR ALKALÝ SAN VE TÝC A.Þ/DENÝZLÝ HONAZ KOJEN";"40W0000032043798"
"40X0000000003340";3581;"KORUMA KLOR ALKALÝ SAN. VE TÝC. A.Þ.";"40W000000003581J"
"40X000000011153U";3200634;"KOS ENERJÝ SANTRALÝ";"40W0000032006341"
"40X000000009769V";3195970;"KARACAÖREN 1 HÝDRO E.S.";"40W000003195970O"
"40X000000009769V";3195989;"KARACAÖREN 2 HÝDRO E.S.";"40W0000031959893"
"40X000000010834B";3199493;"SEYÝDOÐLU REG. ve HES";"40W000003199493C"
"40X0000000004898";3749;"KURTEKS TEKSTÝL ENERJÝ TÝCARET VE SANAYÝ AÞ (KARASU HES)";"40W0000000037497"
"40X0000000004898";3196768;"KURTEKS ÜRETÝM TESÝSÝ";"40W000003196768E"
"40X0000000034657";25590;"Kurtoðlu Bakýr ve Kurþun San.A.Þ.";"40W000000025590X"
"40X000000005751X";113132;"DARAN HES";"40W000000113132Z"
"40X000000009662C";3195265;"FETHÝYE HES";"40W0000031952658"
"40X000000009163U";3193608;"EÐERCÝ HES";"40W000003193608E"
"40X000000011256K";3200466;"SUSUZ REG.VE HES";"40W000003200466X"
"40X100000005089N";3194169;"DÝLOVASI ÇÖP BÝYOGAZ SANTRALÝ";"40W0000031941699"
"40X100000005089N";99291;"KÖRFEZ ENERJÝ";"40W000000099291I"
"40X0000000087819";3194007;"Baðarasý RES";"40W000003194007Z"
"40X000000009366G";3194111;"KÜÇÜK ENERJÝ ÜRETÝM VE TÝCARET LTD.ÞTÝ.";"40W0000031941113"
"40X000000004871S";81732;"Küçüker Kýjenerasyon";"40W000000081732N"
"40X0000000003510";2590;"Küçükçalýk";"40W000000002590N"
"40X0000000097482";3200458;"KÝPAÞ KAÐIT BÝYOKÜTLE ENR.ÜRT.TESÝSÝ";"40W000003200458W"
"40X0000000097482";3195711;"KÝPAÞ KAÐIT SANAYÝ ÝÞLETMELERÝ A.Þ.";"40W000003195711B"
"40X000000006198Q";3778;" KÝPAÞ MENSUCAT KOJENERASYON TESÝSÝ(Doðalgaz)";"40W0000000037780"
"40X000000006198Q";3204630;"KÝPAÞ MENSUCAT OSB ENERJÝ SANTRALÝ";"40W000003204630Q"
"40X000000003865S";29340;"Ýncirli HES";"40W100000029340N"
"40X000000005659L";112160;"AMASYA KOJENERASYON SANTRALI";"40W000000112160Z"
"40X0000000118079";3204716;"LÜLEBURGAZ KOJENERASYON SANTRALI";"40W000003204716G"
"40X000000011644B";3204537;"BUHARKENT JES";"40W000003204537G"
"40X0000000005211";3780;"KEMERBURGAZ RES";"40W000000003780D"
"40X000000005758J";118201;"LODOS KARABURUN RES";"40W000000118201H"
"40X000000006899X";586800;"LUTUF MENSUCAT A.Þ. KOJENERASYON TESÝSÝ";"40W0000005868009"
"40X000000000384M";3582;"ÇORLU KOJENERASYON SANTRALÝ";"40W000000003582H"
"40X0000000038342";29348;"ALKUMRU HES";"40W000000029348K"
"40X000000000684A";4461;"UZUNÇAYIR HES";"40W000000004461O"
"40X0000000111135";3200769;"MAKYOL ETÝLER TÝCARET MERKEZÝ KOJENERASYON SANTRALÝ";"40W000003200769F"
"40X000000005756N";114305;"MANRES ELEKTRÝK ÜRETÝM A.Þ";"40W000000114305P"
"40X000000010492D";3199291;"MANÝSA OSB ÜRT.SANT.";"40W000003199291O"
"40X000000004969B";99481;"DOÐANKAYA HES(MAR-EN ENR.)";"40W000000099481D"
"40X000000000487C";3746;"FIRNIS HES";"40W000000003746D"
"40X000000000487C";81822;"HORU HES";"40W000000081822M"
"40X000000000419T";3668;"Mare Manastýr RES Sanayi ve Ticaret Anonim Þirketi";"40W0000000036687"
"40X000000004857M";112262;"DENÝZ JES";"40W000000112262R"
"40X000000004857M";1808450;"KEREM JES";"40W000001808450J"
"40X000000004857M";61978;"MAREN JES";"40W0000000619783"
"40X000000004857M";112120;"MAREN JES 2";"40W000000112120A"
"40X000000004857M";3196987;"MEHMETHAN JES";"40W0000031969872"
"40X000000004857M";3200710;"MELÝH JES";"40W000003200710B"
"40X0000000111143";3200291;"MANASTIR-ESENKÖY RES";"40W0000032002915"
"40X000000009531R";3195710;"MARTEKS ÜRETÝM TESÝSÝ";"40W000003195710D"
"40X000000009341W";3194347;"ÇAY REG. ve HES.";"40W000003194347B"
"40X000000010352T";3196986;"MAS 1 YENÝLENEBÝLÝR E.Ü.T.";"40W0000031969864"
"40X000000000635N";117864;"Midilli Regülatörü ve HES";"40W000000117864B"
"40X000000000635N";4138;"YAVUZ REG. VE HES(MASAT ENR.)";"40W000000004138V"
"40X000000010897O";3199649;"MASPO ALAÞEHÝR JES";"40W0000031996497"
"40X0000000117552";3204588;"SUÇATI HES";"40W100003204588N"
"40X000000000387G";5365;"Mauri Maya San.A.Þ. Doðal Gaz Kojenerasyon Tesisi";"40W000000005365F"
"40X000000000387G";4034;"Mauri Maya San.A.Þ. Doðal Gaz Kojenerasyon Tesisi";"40W0000000040346"
"40X000000011234U";3200494;"MAVÝBAYRAK-1BÝYOKÜTLE ENERJÝ SANTRALÝ";"40W000003200494S"
"40X000000011769S";3204627;"MAVÝ BAYRAK DOÐU BES";"40W000003204627F"
"40X000000008239S";2223952;"KÖPRÜYANI HES";"40W0000022239525"
"40X000000011714G";3204556;"ME-SE GES";"40W000003204556C"
"40X0000000063614";295303;"Akkaya HES";"40W0000002953036"
"40X000000006921T";611936;"ORDU HES";"40W0000006119367"
"40X000000009346M";3194121;"EGE RES";"40W0000031941210"
"40X0000000064432";934716;"Meltem Enerji";"40W000000934716A"
"40X0000000107735";3199289;"MELÝKE ÝPLÝK KOJEN.TES.";"40W000003199289B"
"40X000000009709C";3196990;"MELÝKOM REG. VE HES";"40W000003196990D"
"40X0000000044911";85712;"SANCAR REG. VE HES";"40W0000000857129"
"40X000000010713N";3199230;"MEM ELK.ÜRETÝM SANTRALÝ";"40W0000031992307"
"40X000000000366O";3195747;"DORA 4 JES";"40W000003195747R"
"40X000000000366O";299393;"MENDERES GEOTERMAL AS Dora-3 Unite 1";"40W000000299393X"
"40X000000000366O";9591;"MENDERES GEOTERMAL(DORA2)";"40W000000009591N"
"40X000000000366O";2997;"MENDERES GEOTHERMAL ELEKTRÝK ÜRETÝM A.Þ.(DORA-1";"40W000000002997U"
"40X000000000366O";9590;"PASÝF 1";"40W000000009590P"
"40X000000000366O";9250;"PASÝF 2";"40W000000009250C"
"40X0000000005959";3818;"MENDERES TEKSTÝL SANAYÝ VE TÝCARET A.Þ.";"40W000000003818E"
"40X000000011155Q";3200451;"NÝSA BES";"40W0000032004519"
"40X000000005314I";100242;"Menerji";"40W000000100242C"
"40X000000011455E";3203872;"KILAVUZLU HES";"40W0000032038727"
"40X000000011455E";3203870;"MENZELET HES";"40W000003203870B"
"40X000000005511G";112264;"ESENDURAK HES";"40W000000112264N"
"40X000000000683C";4865;"MERCEDES-BENZ TÜRK A.Þ.";"40W0000000048650"
"40X0000000117706";3204717;"SELÝMÝYE HES";"40W000003204717E"
"40X000000007479D";1542364;"SARAY HES";"40W0000015423642"
"40X000000005030W";85919;"Kayadüzü RES";"40W000000085919O"
"40X000000011134Y";3200461;"HAMZABEYLÝ RES";"40W0000032004616"
"40X000000006143E";183457;"DURUCASU";"40W0000001834572"
"40X000000006143E";181697;"DURUCASU";"40W000000181697T"
"40X000000006143E";181755;"LADÝK";"40W0000001817554"
"40X000000006143E";183456;"LADÝK";"40W0000001834564"
"40X0000000061808";181027;"ARPAÇAY-TELEK";"40W0000001810270"
"40X0000000061808";1930401;"Esendal";"40W000001930401A"
"40X0000000061808";1930402;"IÞIKLAR";"40W0000019304028"
"40X0000000061808";1930400;"Iþýklar";"40W000001930400C"
"40X0000000061808";181020;"KÝTÝ";"40W000000181020E"
"40X000000011715E";3204538;"CALA REG. ve HES";"40W000003204538E"
"40X000000010893W";3200591;"GEBZE KOJENERASYON TESÝSÝ(MMK)";"40W000003200591U"
"40X000000010893W";3199811;"HATAY KOJENERASYON TESÝSÝ(MMK)";"40W000003199811O"
"40X0000000080195";1740327;"MODERN BÝYOKÜTLE ENERJÝ SANTRALI";"40W0000017403274"
"40X000000000132C";192;"MODERN ENERJÝ TEKÝRDAÐ SANTRALÝ";"40W0000000001928"
"40X000000000132C";3204192;"MODERN ENERJÝ/ORMAN KAYNAKLI YAN ÜRÜNLERDEN ENERJÝ ÜRETÝM TESÝSÝ";"40W000003204192O"
"40X000000000354V";3447;"BAHÇELÝK HES";"40W000000003447N"
"40X000000000354V";81784;"SARIHIDIR HES";"40W0000000817844"
"40X000000011216W";3200454;"EGE II-III-IV HES";"40W0000032004543"
"40X0000000002360";2705;"MONDÝ TÝRE KUTSAN";"40W000000002705W"
"40X000000009364K";3194021;"MONO MÝMARLIK ÝNÞ. TUR. YAT. TANITIM MAG. VE TÝC. A.Þ.";"40W0000031940214"
"40X000000000184U";614;"MOPAK KAÐIT-KARTON SAN. VE TÝC. A.Þ   KEMALPAÞA";"40W0000000006148"
"40X000000000184U";3623;"MOPAK KAÐIT-KARTON SAN. VE TÝC. A.Þ  DALAMAN";"40W000000003623T"
"40X000000006499C";323552;"MOR ELEKTRÝK  ÜRETÝM A.Þ";"40W000000323552U"
"40X000000006499C";614709;"MOR ELEKTRÝK ÜRETÝM A.Þ.( AÐKOLU HES)";"40W0000006147093"
"40X000000006378O";272703;"KOÇKÖPRÜ";"40W000000272703H"
"40X0000000042579";37332;"ADÝLCEVAZ";"40W0000000373322"
"40X0000000042579";37342;"AHLAT";"40W100000037342N"
"40X0000000042579";37349;"MALAZGÝRT";"40W000000037349M"
"40X0000000042579";37370;"VARTO-SÖNMEZ HES";"40W000000037370V"
"40X000000010269G";3196947;"MEÞELÝ HES";"40W000003196947E"
"40X000000010269G";3200152;"SOÐUKSU HES";"40W000003200152J"
"40X000000011713I";3204544;"MT GES";"40W000003204544J"
"40X000000009423U";3194188;"BABADERE JES";"40W0000031941885"
"40X000000004329A";37754;"AYRANCILAR HES";"40W000000037754D"
"40X0000000046094";107660;"MURAT HES ENERJÝ ELEKTRÝK ÜRETÝM VE TÝC.A.Þ.";"40W000000107660X"
"40X0000000005033";2528;"MURATLI KARTON KAÐIT VE SAN. TÝC. A.Þ.";"40W000000002528S"
"40X0000000100281";3196707;"KARAÇAYIR RES";"40W000003196707Y"
"40X0000000100281";3196708;"MURSAL-KARAÇAYIR";"40W000003196708W"
"40X000000005554Z";118500;"DÝNÇ REG. VE HES";"40W0000001185007"
"40X100000010874N";3199619;"MUTLU MAKARNACILIK KOJEN";"40W000003199619G"
"40X000000010339L";3196980;"MUTLULAR ENERJÝ B.S.";"40W000003196980G"
"40X000000007060D";895070;"ÇORAKLI HES";"40W000000895070Z"
"40X000000011276E";3200845;"MALATYA ÇÖP GAZLAÞTIRMA YAKMA TESÝSÝ";"40W000003200845P"
"40X000000007239X";954901;"Baran 1 hes";"40W0000009549013"
"40X000000011617E";3204444;"MÝS ALAÞEHÝR JES";"40W000003204444N"
"40X000000011454G";3203813;"NAKSAN KOJENERASYON TESÝSÝ";"40W000003203813N"
"40X100000003908N";113085;"GARZAN HES";"40W000000113085I"
"40X100000003908N";3195971;"KOZBÜKÜ HES";"40W000003195971M"
"40X100000003908N";32043;"OTLUCA HES(NAS ENR.)";"40W000000032043Y"
"40X100000003908N";32042;"ULUDERE 1-2 HES";"40W100000032042N"
"40X100000003908N";32041;"ÇAÐ ÇAÐ HES";"40W0000000320411"
"40X000000009021D";3192440;"DOÐU HES";"40W000003192440V"
"40X000000009751D";3195967;"NAZAR ÜRETÝM TESÝSÝ";"40W000003195967D"
"40X000000009948V";3196247;"YANIKKÖPRÜ HES";"40W0000031962475"
"40X0000000045721";60594;"Nil Örme Çorlu Kojenerasyon Tesisi";"40W000000060594Q"
"40X000000008199E";3194435;"ÇÝLEHANE REG. VE HES";"40W000003194435E"
"40X000000009750F";3195665;"POYRAZ RES(NM ENR.)";"40W000003195665T"
"40X0000000094688";3194223;"SÝVAS ÇÖP GAZ ELEKTRÝK ÜRETÝM TESÝSÝ";"40W000003194223T"
"40X000000009530T";3194467;"ÝSKENDERUN ÇÖP GAZ ELEKTRÝK ÜRETÝM TESÝSÝ";"40W0000031944671"
"40X000000011957R";3205910;"ÝNEGÖL ÇÖP GAZ ELK.ÜRT.TESÝSÝ";"40W000003205910F"
"40X000000000455P";3204032;"BANGAL REGÜLATÖRÜ ve KUÞLUK HES";"40W0000032040329"
"40X000000000455P";3199494;"NUH ÇÝM.ATIK ISIDAN ELK.ÜRT.SANT.";"40W000003199494A"
"40X000000006179U";181413;"NUROL GÖKSU";"40W000000181413W"
"40X0000000001550";3578;"nuryýldýz";"40W0000000035788"
"40X0000000021241";9330;"NURYOL ENERJÝ ÜRETÝM TÝCARET VE SANAYÝ A.Þ.";"40W000000009330E"
"40X000000007221F";952551;"YAHYABEY HES";"40W000000952551E"
"40X100000004850N";60997;"ODAÞ ELEKTRÝK ÜRETÝM SAN.TÝC.A.Þ.";"40W0000000609974"
"40X0000000053732";106453;"Ode Yalýtým Sanayi ve Ticaret Anonim Þirketi";"40W0000001064536"
"40X000000009708E";3196587;"OKKAYASI REG. ve ÞEHÝTLÝK HES";"40W000003196587I"
"40X000000011375C";3203803;"TÜRKOÐLU KOJENERASYON TESÝSÝ";"40W000003203803Q"
"40X000000005778D";117886;"OLGU ENERJÝ YATIRIM ÜRETÝM VE TÝCARET A.Þ.";"40W0000001178861"
"40X000000011262P";3200589;"OLTAN VE KÖLEOÐLU ELK.VEENJ.ÜRT.TÝC.A.Þ";"40W000003200589H"
"40X0000000116378";3204542;"OMÝCRON ENGÝL208 GES";"40W000003204542N"
"40X0000000116378";3204541;"OMÝCRON ERCÝÞ GES";"40W000003204541P"
"40X000000000461U";3740;"ORTAANADOLU TEKSTÝL TÝC.SAN.iÞL. T.A.Þ.";"40W000000003740P"
"40X000000000493H";4028;"ORTADOÐU ENERJÝ SAN. VE TÝC. A.Þ. (ÞÝLE KÖMÜRCÜODA ÇÖP BÝYOGAZ)";"40W0000000040281"
"40X000000000493H";3841;"ORTADOÐU ENERJÝ SANAYÝ VE TÝCARET A.Þ.(ODAYERÝ)";"40W000000003841J"
"40X0000000001364";3432;"ortadoðu rulman san.ve tic.a.þ.";"40W100000003432N"
"40X000000006462Z";539475;"ORTAÇAÐ";"40W0000005394759"
"40X000000011253Q";3200569;"DARICA II HES(ORYA ENR.)";"40W000003200569N"
"40X0000000103302";3198989;"ÇAYHAN II REG. VE HES";"40W000003198989P"
"40X000000007059Z";723690;"ÇAYCUMA OTOPRODÜKTÖR";"40W000000723690R"
"40X000000005590V";106722;"DEMÝRCÝLER HES(PAK ENR.)";"40W0000001067225"
"40X000000005590V";296762;"Gelinkaya HES";"40W0000002967626"
"40X000000005590V";181009;"KAVAKÇALI";"40W0000001810092"
"40X0000000002077";2727;"PAK GIDA ÜRETÝM VE PAZ. A.Þ.";"40W000000002727M"
"40X0000000002433";2732;"PAK GIDA ÜRETÝM VE PAZARLAMA A.Þ. (DÜZCE)";"40W000000002732T"
"40X000000000392N";3533;"Pak Gýda Üretim ve Pazarlama AÞ Ýzmir";"40W000000003533U"
"40X000000011536E";3204572;"CERÝT RES_(PAKMEM)";"40W000003204572E"
"40X000000009427M";3194225;"Pakmil Enerji ve Elektrik Üretim Ticaret Limited Þirketi";"40W000003194225P"
"40X000000008801T";2813560;"YANBOLU HES";"40W000002813560N"
"40X0000000001097";102;"PAMUK HES Elektrik Üretim A.Þ.";"40W000000000102Z"
"40X000000008539G";8990;"PAÞA HES";"40W000000008990E"
"40X000000008539G";2454845;"PAÞA HES";"40W0000024548456"
"40X000000008319U";2219723;"ADIGÜZEL II HES(PEKER ENR.)";"40W000002219723X"
"40X000000008245X";2813620;"AKINCI (KAYABEYÝ) HES";"40W000002813620V"
"40X0000000018643";7390;"MURSAL HES";"40W0000000073906"
"40X000000000173Z";591;"PETKÝM PETROKMYA HOLDÝNG A.Þ.";"40W000000000591V"
"40X000000000173Z";3198949;"PETKÝM RES";"40W0000031989490"
"40X000000010974W";3199766;"PETLAS OTOPRODÜKTÖR TESÝSÝ";"40W0000031997663"
"40X0000000089811";3192460;"PLASKO KOJEN";"40W000003192460P"
"40X000000004853U";337006;"DEVECÝKONAÐI HES";"40W000000337006V"
"40X000000004853U";81722;"MCK  ELEKTRÝK ÜRETÝM A.Þ.";"40W000000081722Q"
"40X000000006942L";1231323;"POLAT 1 TES";"40W000001231323B"
"40X000000000567E";479300;"BAKIRKÖY POLAT TURÝZM OTELCÝLÝK TÝC. VE SAN. A.Þ.";"40W000000479300R"
"40X000000000567E";3782;"POLAT TURÝZM OTELCÝLÝK TÝC. VE SAN. A.Þ.";"40W0000000037829"
"40X000000000567E";318054;"Polat Turizm Otelcilik Ticaret ve Sanayi A.Þ";"40W000000318054R"
"40X000000000567E";321339;"Polat Turizm Otelcilik Ticaret ve Sanayi A.Þ";"40W0000003213393"
"40X000000007979U";1811011;"POLATLI BES";"40W0000018110110"
"40X000000005513C";106547;"POYRAZ RES(POYRAZ ENR.)";"40W000000106547Y"
"40X000000004865N";140324;"KOÇAK HES";"40W000000140324N"
"40X000000009628C";3195509;"VANAZÝT HES";"40W0000031955096"
"40X000000011413U";3203810;"PÝR ENERJÝ ÜRETÝM TESÝSÝ";"40W000003203810T"
"40X0000000061816";611429;"PAÞALÝMANI RES";"40W000000611429O"
"40X000000000999M";4064;"VAN DOÐALGAZ ÇEVRÝM SANTRALÝ";"40W000000004064Y"
"40X000000000999M";49314;"Þanlýurfa DGKÇ Santrali";"40W000000049314P"
"40X000000002525K";19688;"RB KARESÝ TEKSTÝL";"40W0000000196882"
"40X0000000097709";3195909;"ZÝNCÝRLÝ RES";"40W000003195909R"
"40X000000007539L";2204813;"ÇAYKARA HÝDROELEKTRÝK SANTRALÝ";"40W000002204813Q"
"40X000000011215Y";3200452;"RENOE ACIPAYAM GES";"40W0000032004527"
"40X000000009528G";3195508;"ÇAYALTI REG. VE HES";"40W0000031955088"
"40X0000000118176";3204761;"ÇEKEREK HES(REÝS RS)";"40W000003204761B"
"40X000000000336X";11110;"Aralýk HES";"40W000000011110P"
"40X000000000336X";3761;"Hamzalý HES";"40W000000003761H"
"40X000000000336X";3760;"Reþadiye HES";"40W000000003760J"
"40X000000000629I";4063;"GÖKÇEDAÐ RES";"40W100000004063N"
"40X000000003625B";276988;"RWE&Turcas Guney";"40W000000276988T"
"40X000000003625B";301054;"RWE&Turcas Guney";"40W000000301054V"
"40X000000003625B";301420;"RWE_TURCAS_GUNEY";"40W000000301420W"
"40X000000011254O";3200456;"GERÝÞ RES";"40W100003200456N"
"40X000000005029H";84654;"Cuniþ Regülatörü ve HES";"40W0000000846542"
"40X0000000038334";28383;"SABAÞ ELEKTRÝK ÜRETÝM A.Þ.";"40W000000028383N"
"40X000000006518Y";3194190;"Kaleköy Hes";"40W000003194190I"
"40X000000006518Y";336335;"SAF I HES";"40W000000336335H"
"40X0000000117633";3204628;"SAKARYA DÜZENLÝ DEPOLAMA DEPO GAZI ENR.ÜRT.TESÝSÝ";"40W000003204628D"
"40X000000004795I";82682;"samsun avdan enerji üretim ve ticaret aþ";"40W0000000826827"
"40X100000011116N";3200270;"SAMUR ENERJÝ MARATON HES";"40W000003200270D"
"40X000000000122F";3549;"SAMUR HALILARI SANAYÝ VE TÝC. A.Þ";"40W000000003549F"
"40X0000000056502";3200453;"SALÝHL JES-1(SANKO JES)";"40W0000032004535"
"40X0000000056502";26648;"SANKO ENERJÝ SAN. VE TÝC. A.Þ.(YEDÝGÖZE)";"40W000000026648N"
"40X0000000056502";36822;"SANKO ENERJÝ SANAYÝ VE TÝCARET A.Þ. (GAZÝANTEP TERMÝK)";"40W000000036822R"
"40X0000000056502";28389;"SANKO ENERÝ SAN. ve TÝC. A.Þ(YOKUÞLU HES)";"40W000000028389B"
"40X0000000056502";11255;"SANKO ENERÝ SAN.ve TÝC. A.Þ(CEVÝZLÝK)";"40W100000011255N"
"40X0000000004134";3194131;"HÝLALRES ELEKTRÝK ÜRETÝM SANAYÝ VE TÝCARET A.Þ.(Hilal Res)";"40W000003194131Y"
"40X0000000004134";1472239;"KOÇLU";"40W000001472239V"
"40X0000000004134";3777;"SANKO RÜZGAR ENERJÝSÝ SAN VE TÝC A.Þ.(Çatalca Res)";"40W0000000037772"
"40X0000000004134";3194199;"TEPE KIÞLA 2";"40W0000031941990"
"40X0000000004134";3192140;"TEPE KIÞLA I-II";"40W0000031921406"
"40X000000000462S";3752;"SANKO Tekstil Ýþletmeleri Sanayi ve Ticaret A.Þ.";"40W000000003752I"
"40X000000006941N";538714;"SARAY DÖKÜM RES";"40W000000538714M"
"40X000000004859I";61521;"Saray Halý Termik Kojenerasyon Üretim Tesisi";"40W000000061521B"
"40X000000000121H";2780;"Sarkuysan A.Þ.";"40W000000002780I"
"40X000000008722P";3194130;"YAHYALI RES(SE)";"40W100003194130N"
"40X000000010333X";3196901;"SEFERÝHÝSAR RÜZ. ES";"40W0000031969011"
"40X0000000118370";3205694;"SEHER MENSUCAT ELEKTRÝK SANTRALÝ";"40W000003205694W"
"40X000000011193I";3200439;"KUMRULAR BÝYOGAZ SANTRALÝ";"40W100003200439N"
"40X000000004769J";60554;"Selva Gýda Sanayi Anonim Þirketi";"40W0000000605541"
"40X000000005129D";3203815;"SELÇUK ÝPLÝK KOJENERASYON SANTRALÝ";"40W000003203815J"
"40X000000000609O";83394;"Güllübað Ünite1";"40W0000000833947"
"40X000000000609O";83419;"Güllübað Ünite2";"40W000000083419H"
"40X000000000609O";83420;"Güllübað Ünite3";"40W000000083420W"
"40X000000000609O";29284;"Senerji Enerji Üretim A.Þ. Bayramhacýlý Ünite 1";"40W000000029284K"
"40X000000000609O";29310;"Senerji Enerji Üretim A.Þ. Bayramhacýlý Ünite 2";"40W0000000293108"
"40X000000003405P";24416;"KOZAN HES";"40W000000024416H"
"40X000000008259M";2643301;"Ortamandýra RES";"40W0000026433016"
"40X000000009369A";3194122;"ADANA SEYHAN OTELÝ KJS";"40W000003194122Z"
"40X100000004833N";3807;"SEYRANTEPE BARAJI ve HES";"40W000000003807J"
"40X0000000054291";101725;"KARTALKAYA HES";"40W000000101725O"
"40X000000005297T";3540;"Mersin Kojenerasyon Santralý";"40W000000003540X"
"40X000000010335T";3196956;"SOLENTEGRE GES";"40W000003196956D"
"40X000000000675B";4094;"SOMA RES(SOMA ENR.)";"40W000000004094P"
"40X000000000675B";4201;"Soma Enerji Elektrik Üretim A.Þ.";"40W000000004201D"
"40X0000000090611";3192180;"SOMA TERMÝK SANTRALÝ";"40W000003192180V"
"40X000000011758X";3204621;"KASTAMONU ÇÖP GAZ ELK.ÜRT.TESÝSÝ(SOWA)";"40W000003204621R"
"40X000000000139Z";456;"STANDARD PROFÝL OTOMOTÝV SAN VE TÝC AÞ";"40W0000000004560"
"40X000000008721R";3192223;"SÜLOÐLU RES";"40W0000031922232"
"40X000000000364S";2880;"Çaygören HES";"40W000000002880E"
"40X100000004492N";49101;"Gökmen HES";"40W0000000491015"
"40X000000009869R";3196305;"ATÝLLA REGÜLATÖRÜ VE HÝDROELEKTRÝK SANTRALI";"40W000003196305H"
"40X000000006018H";118925;"Burçak";"40W000000118925C"
"40X000000009282M";3194119;"AKBÜK RES(SUAY ENR.)";"40W000003194119O"
"40X000000008359I";2454903;"MEREK HES";"40W000002454903I"
"40X0000000093017";3194129;"KARAKAYA REG. ve HES(SULTANMURAT ENR:)";"40W000003194129L"
"40X0000000037451";29330;"SUSURLUK RES";"40W0000000293302"
"40X000000009349G";3194369;"SÖKE RES ";"40W0000031943691"
"40X000000011650G";3204575;"DEREKÖY REG. ve HES";"40W0000032045758"
"40X0000000096664";3195707;"ÇATALTEPE RES(SÜPER ELK.)";"40W0000031957072"
"40X000000008079O";1931841;"SÝGMA SULUOVA BÝYOGAZ TESÝSÝ";"40W000001931841E"
"40X0000000112131";3200836;"OLTU HES";"40W000003200836Q"
"40X0000000006013";3843;"Esenboða santrali";"40W000000003843F"
"40X0000000006013";3964;"SÝLOPÝ TES 154kV";"40W0000000039643"
"40X0000000006013";1730806;"SÝLOPÝ TES 380kV";"40W000001730806Z"
"40X000000007799W";1622561;"SÝLÝVRÝ RES";"40W0000016225615"
"40X000000009588Z";3194923;"SÝNCÝKRES";"40W0000031949231"
"40X0000000105937";3197629;"ÖZMEN 1 JES";"40W000003197629N"
"40X000000000605W";3981;"Lamas 3 ve 4";"40W0000000039813"
"40X000000008000Q";1808518;"ÝNCESU RES(TAMYELÝ)";"40W000001808518B"
"40X000000007841M";1724086;"ALÝAÐA RES(TAN ELK.)";"40W000001724086T"
"40X000000000368K";3610;"TANRIVERDÝ DOKUMA APRE VE BOYA SAN. A.Þ.";"40W0000000036101"
"40X000000009429I";3203909;"Tat Tekstil Üretim Tesisi";"40W000003203909A"
"40X000000011264L";3200629;"TAV EGE ADNAN MENDERES HAV.(OU LÝSANSI YOKTUR)";"40W000003200629V"
"40X000000011273K";3200631;"TAV ESENBOÐA KOJENERASYON TESÝSÝ";"40W0000032006317"
"40X000000011347H";3200711;"TAV ÝSTANBUL KOJENERASYON SANTRALÝ";"40W0000032007119"
"40X000000004991I";106710;"TELEME HES";"40W000000106710C"
"40X0000000087827";3006558;"Ödemiþ RES";"40W000003006558C"
"40X0000000061468";182277;"TAYFURLAR ENERJÝ ELEKTRÝK ÜRETÝM A.Þ.";"40W0000001822779"
